Datum;Bolag;Region;Antal annonser;Nya 14 dagar
2026-05-28;Manpower;Värmlands län;3;1
2026-05-28;Manpower;Västerbottens län;1;1
2026-05-28;Manpower;Västernorrlands län;1;0
2026-05-28;Manpower;Västmanlands län;3;2
2026-05-28;Manpower;Västra Götalands län;13;4
2026-05-28;Manpower;Östergötlands län;1;1
2026-05-28;Lernia;Blekinge län;6;2
2026-05-28;Lernia;Gävleborgs län;6;3
2026-05-28;Lernia;Hallands län;35;6
2026-05-28;Lernia;Jämtlands län;2;1
2026-05-28;Lernia;Jönköpings län;16;6
2026-05-28;Lernia;Kalmar län;10;4
2026-05-28;Lernia;Kronobergs län;4;4
2026-05-28;Lernia;Norrbottens län;5;3
2026-05-28;Lernia;Skåne län;15;9
2026-05-28;Lernia;Stockholms län;7;2
2026-05-28;Lernia;Södermanlands län;4;1
2026-05-28;Lernia;Uppsala län;7;1
2026-05-28;Lernia;Västerbottens län;4;2
2026-05-28;Lernia;Västmanlands län;3;1
2026-05-28;Lernia;Västra Götalands län;42;22
2026-05-28;Lernia;Örebro län;1;0
2026-05-28;Lernia;Östergötlands län;8;3
2026-05-28;Adecco;Blekinge län;1;1
2026-05-28;Adecco;Dalarnas län;4;0
2026-05-28;Adecco;Hallands län;8;1
2026-05-28;Adecco;Jönköpings län;12;5
2026-05-28;Adecco;Kalmar län;1;0
2026-05-28;Adecco;Kronobergs län;10;5
2026-05-28;Adecco;Norrbottens län;16;7
2026-05-28;Adecco;Skåne län;17;7
2026-05-28;Adecco;Stockholms län;27;23
2026-05-28;Adecco;Uppsala län;3;3
2026-05-28;Adecco;Värmlands län;8;4
2026-05-28;Adecco;Västerbottens län;6;2
2026-05-28;Adecco;Västernorrlands län;2;1
2026-05-28;Adecco;Västmanlands län;6;5
2026-05-28;Adecco;Västra Götalands län;24;16
2026-05-28;Adecco;Örebro län;1;0
2026-05-28;Adecco;Östergötlands län;8;3
2026-05-28;Perido;Dalarnas län;1;0
2026-05-28;Perido;Jönköpings län;1;0
2026-05-28;Perido;Stockholms län;13;7
2026-05-28;Perido;Västra Götalands län;10;8
2026-05-28;Perido;Östergötlands län;3;0
2026-05-28;Randstad;Dalarnas län;1;1
2026-05-28;Randstad;Gävleborgs län;3;2
2026-05-28;Randstad;Hallands län;1;0
2026-05-28;Randstad;Jönköpings län;14;4
2026-05-28;Randstad;Norrbottens län;4;1
2026-05-28;Randstad;Skåne län;7;3
2026-05-28;Randstad;Stockholms län;34;15
2026-05-28;Randstad;Södermanlands län;4;3
2026-05-28;Randstad;Uppsala län;9;5
2026-05-28;Randstad;Värmlands län;2;1
2026-05-28;Randstad;Västerbottens län;1;1
2026-05-28;Randstad;Västernorrlands län;1;0
2026-05-28;Randstad;Västmanlands län;3;2
2026-05-28;Randstad;Västra Götalands län;51;22
2026-05-28;Randstad;Östergötlands län;21;3
2026-05-28;Academic Work;Blekinge län;1;1
2026-05-28;Academic Work;Dalarnas län;8;3
2026-05-28;Academic Work;Gävleborgs län;8;4
2026-05-28;Academic Work;Hallands län;1;1
2026-05-28;Academic Work;Jämtlands län;8;2
2026-05-28;Academic Work;Jönköpings län;3;0
2026-05-28;Academic Work;Kalmar län;1;0
2026-05-28;Academic Work;Kronobergs län;3;1
2026-05-28;Academic Work;Norrbottens län;9;2
2026-05-28;Academic Work;Skåne län;49;22
2026-05-28;Academic Work;Stockholms län;125;52
2026-05-28;Academic Work;Södermanlands län;1;0
2026-05-28;Academic Work;Uppsala län;13;6
2026-05-28;Academic Work;Värmlands län;13;3
2026-05-28;Academic Work;Västerbottens län;12;5
2026-05-28;Academic Work;Västernorrlands län;9;3
2026-05-28;Academic Work;Västmanlands län;8;4
2026-05-28;Academic Work;Västra Götalands län;44;20
2026-05-28;Academic Work;Örebro län;24;13
2026-05-28;Academic Work;Östergötlands län;31;8
2026-05-28;Studentconsulting;Blekinge län;2;1
2026-05-28;Studentconsulting;Dalarnas län;4;2
2026-05-28;Studentconsulting;Gävleborgs län;1;1
2026-05-28;Studentconsulting;Hallands län;6;0
2026-05-28;Studentconsulting;Jämtlands län;1;1
2026-05-28;Studentconsulting;Jönköpings län;9;4
2026-05-28;Studentconsulting;Kronobergs län;15;6
2026-05-28;Studentconsulting;Norrbottens län;33;15
2026-05-28;Studentconsulting;Skåne län;51;28
2026-05-28;Studentconsulting;Stockholms län;33;19
2026-05-28;Studentconsulting;Södermanlands län;5;3
2026-05-28;Studentconsulting;Uppsala län;2;0
2026-05-28;Studentconsulting;Värmlands län;2;1
2026-05-28;Studentconsulting;Västerbottens län;9;5
2026-05-28;Studentconsulting;Västernorrlands län;4;4
2026-05-28;Studentconsulting;Västmanlands län;13;4
2026-05-28;Studentconsulting;Västra Götalands län;42;21
2026-05-28;Studentconsulting;Örebro län;5;3
2026-05-28;Studentconsulting;Östergötlands län;25;9
2026-05-28;Poolia;Blekinge län;1;1
2026-05-28;Poolia;Dalarnas län;2;2
2026-05-28;Poolia;Gävleborgs län;1;1
2026-05-28;Poolia;Jämtlands län;1;0
2026-05-28;Poolia;Jönköpings län;2;1
2026-05-28;Poolia;Kalmar län;1;0
2026-05-28;Poolia;Norrbottens län;5;3
2026-05-28;Poolia;Skåne län;15;9
2026-05-28;Poolia;Stockholms län;19;12
2026-05-28;Poolia;Södermanlands län;1;0
2026-05-28;Poolia;Uppsala län;2;0
2026-05-28;Poolia;Västerbottens län;2;1
2026-05-28;Poolia;Västmanlands län;3;2
2026-05-28;Poolia;Västra Götalands län;10;8
2026-05-28;Poolia;Örebro län;1;0
2026-05-28;Poolia;Östergötlands län;15;11
2026-05-28;Uniflex;Blekinge län;3;2
2026-05-28;Uniflex;Gävleborgs län;2;2
2026-05-28;Uniflex;Hallands län;4;1
2026-05-28;Uniflex;Jämtlands län;3;1
2026-05-28;Uniflex;Jönköpings län;26;9
2026-05-28;Uniflex;Kalmar län;3;1
2026-05-28;Uniflex;Kronobergs län;6;0
2026-05-28;Uniflex;Norrbottens län;1;1
2026-05-28;Uniflex;Skåne län;15;4
2026-05-28;Uniflex;Stockholms län;21;20
2026-05-28;Uniflex;Södermanlands län;2;1
2026-05-28;Uniflex;Uppsala län;3;2
2026-05-28;Uniflex;Värmlands län;6;5
2026-05-28;Uniflex;Västerbottens län;2;2
2026-05-28;Uniflex;Västernorrlands län;10;6
2026-05-28;Uniflex;Västmanlands län;6;5
2026-05-28;Uniflex;Västra Götalands län;32;11
2026-05-28;Uniflex;Örebro län;13;6
2026-05-28;Uniflex;Östergötlands län;16;2
2026-05-28;OnePartnerGroup;Blekinge län;1;0
2026-05-28;OnePartnerGroup;Gotlands län;1;1
2026-05-28;OnePartnerGroup;Gävleborgs län;11;3
2026-05-28;OnePartnerGroup;Hallands län;7;5
2026-05-28;OnePartnerGroup;Jämtlands län;13;2
2026-05-28;OnePartnerGroup;Jönköpings län;39;18
2026-05-28;OnePartnerGroup;Kalmar län;9;8
2026-05-28;OnePartnerGroup;Kronobergs län;13;5
2026-05-28;OnePartnerGroup;Norrbottens län;8;3
2026-05-28;OnePartnerGroup;Skåne län;7;5
2026-05-28;OnePartnerGroup;Stockholms län;15;9
2026-05-28;OnePartnerGroup;Södermanlands län;1;1
2026-05-28;OnePartnerGroup;Uppsala län;1;0
2026-05-28;OnePartnerGroup;Västerbottens län;8;4
2026-05-28;OnePartnerGroup;Västernorrlands län;14;6
2026-05-28;OnePartnerGroup;Västra Götalands län;33;12
2026-05-28;OnePartnerGroup;Östergötlands län;6;3
2026-05-28;Skill;Blekinge län;1;0
2026-05-28;Skill;Jönköpings län;1;0
2026-05-28;Skill;Kalmar län;2;1
2026-05-28;Skill;Stockholms län;1;0
2026-05-28;Skill;Uppsala län;1;1
2026-05-28;Skill;Västra Götalands län;13;5
2026-05-28;Skill;Örebro län;1;0
2026-05-28;Skill;Östergötlands län;53;23
2026-05-28;Arena Personal;Blekinge län;1;1
2026-05-28;Arena Personal;Jämtlands län;1;1
2026-05-28;Arena Personal;Jönköpings län;2;2
2026-05-28;Arena Personal;Kronobergs län;1;1
2026-05-28;Arena Personal;Norrbottens län;2;0
2026-05-28;Arena Personal;Skåne län;8;7
2026-05-28;Arena Personal;Stockholms län;31;16
2026-05-28;Arena Personal;Södermanlands län;34;21
2026-05-28;Arena Personal;Uppsala län;2;0
2026-05-28;Arena Personal;Västerbottens län;1;1
2026-05-28;Arena Personal;Västernorrlands län;1;1
2026-05-28;Arena Personal;Västmanlands län;4;3
2026-05-28;Arena Personal;Västra Götalands län;9;2
2026-05-28;Arena Personal;Örebro län;6;5
2026-05-28;Arena Personal;Östergötlands län;5;3
2026-05-28;Tranpenad;Jönköpings län;3;2
2026-05-28;Tranpenad;Skåne län;1;1
2026-05-28;Tranpenad;Stockholms län;6;0
2026-05-28;Tranpenad;Södermanlands län;3;3
2026-05-28;Tranpenad;Uppsala län;5;1
2026-05-28;Tranpenad;Västmanlands län;1;1
2026-05-28;Tranpenad;Västra Götalands län;21;1
2026-05-28;Tranpenad;Östergötlands län;2;1
2026-05-28;Jobandtalent;Blekinge län;1;0
2026-05-28;Jobandtalent;Gävleborgs län;1;1
2026-05-28;Jobandtalent;Hallands län;11;5
2026-05-28;Jobandtalent;Jönköpings län;12;7
2026-05-28;Jobandtalent;Kalmar län;1;1
2026-05-28;Jobandtalent;Kronobergs län;1;0
2026-05-28;Jobandtalent;Norrbottens län;3;1
2026-05-28;Jobandtalent;Skåne län;15;7
2026-05-28;Jobandtalent;Stockholms län;16;11
2026-05-28;Jobandtalent;Södermanlands län;4;1
2026-05-28;Jobandtalent;Uppsala län;1;1
2026-05-28;Jobandtalent;Värmlands län;3;3
2026-05-28;Jobandtalent;Västerbottens län;3;0
2026-05-28;Jobandtalent;Västernorrlands län;3;0
2026-05-28;Jobandtalent;Västmanlands län;1;0
2026-05-28;Jobandtalent;Västra Götalands län;19;11
2026-05-28;Jobandtalent;Örebro län;1;1
2026-05-28;Jobandtalent;Östergötlands län;33;6
2026-05-28;NearYou;Hallands län;4;1
2026-05-28;NearYou;Jönköpings län;8;7
2026-05-28;NearYou;Kalmar län;9;6
2026-05-28;NearYou;Skåne län;1;0
2026-05-28;NearYou;Västra Götalands län;65;33
2026-05-28;NearYou;Örebro län;2;2
2026-05-28;SJR;Dalarnas län;1;1
2026-05-28;SJR;Kronobergs län;1;0
2026-05-28;SJR;Skåne län;2;1
2026-05-28;SJR;Stockholms län;13;5
2026-05-28;SJR;Uppsala län;4;1
2026-05-28;SJR;Västra Götalands län;5;4
2026-05-28;Clockwork;Dalarnas län;18;8
2026-05-28;Clockwork;Gävleborgs län;8;6
2026-05-28;Clockwork;Stockholms län;8;7
2026-05-28;Clockwork;Södermanlands län;1;1
2026-05-28;Clockwork;Uppsala län;1;1
2026-05-28;Clockwork;Västerbottens län;4;2
2026-05-28;Clockwork;Västmanlands län;5;2
2026-05-28;Clockwork;Västra Götalands län;1;0
2026-05-28;Logent;Hallands län;5;1
2026-05-28;Logent;Skåne län;13;5
2026-05-28;Logent;Stockholms län;6;4
2026-05-28;Logent;Västra Götalands län;8;1
2026-05-28;Bemannia;Dalarnas län;1;1
2026-05-28;Bemannia;Gävleborgs län;1;1
2026-05-28;Bemannia;Hallands län;1;1
2026-05-28;Bemannia;Jämtlands län;1;1
2026-05-28;Bemannia;Jönköpings län;1;1
2026-05-28;Bemannia;Skåne län;1;1
2026-05-28;Bemannia;Stockholms län;18;11
2026-05-28;Bemannia;Södermanlands län;2;2
2026-05-28;Bemannia;Västra Götalands län;4;3
2026-05-28;Bemannia;Örebro län;1;1
2026-05-28;Framtiden i Sverige;Blekinge län;1;0
2026-05-28;Framtiden i Sverige;Dalarnas län;9;4
2026-05-28;Framtiden i Sverige;Gotlands län;2;1
2026-05-28;Framtiden i Sverige;Gävleborgs län;2;2
2026-05-28;Framtiden i Sverige;Hallands län;5;2
2026-05-28;Framtiden i Sverige;Jönköpings län;16;5
2026-05-28;Framtiden i Sverige;Kalmar län;4;0
2026-05-28;Framtiden i Sverige;Norrbottens län;3;1
2026-05-28;Framtiden i Sverige;Skåne län;9;3
2026-05-28;Framtiden i Sverige;Stockholms län;25;8
2026-05-28;Framtiden i Sverige;Södermanlands län;1;0
2026-05-28;Framtiden i Sverige;Uppsala län;3;1
2026-05-28;Framtiden i Sverige;Värmlands län;7;1
2026-05-28;Framtiden i Sverige;Västernorrlands län;1;1
2026-05-28;Framtiden i Sverige;Västmanlands län;3;1
2026-05-28;Framtiden i Sverige;Västra Götalands län;22;8
2026-05-28;Framtiden i Sverige;Örebro län;3;2
2026-05-28;Framtiden i Sverige;Östergötlands län;36;9
2026-05-28;Professionals Nord;Jämtlands län;1;0
2026-05-28;Professionals Nord;Norrbottens län;70;28
2026-05-28;Professionals Nord;Skåne län;5;4
2026-05-28;Professionals Nord;Stockholms län;16;9
2026-05-28;Professionals Nord;Södermanlands län;3;0
2026-05-28;Professionals Nord;Uppsala län;1;1
2026-05-28;Professionals Nord;Värmlands län;2;2
2026-05-28;Professionals Nord;Västerbottens län;9;2
2026-05-28;Professionals Nord;Västernorrlands län;11;2
2026-05-28;Professionals Nord;Västmanlands län;9;1
2026-05-28;Professionals Nord;Västra Götalands län;20;8
2026-05-28;Professionals Nord;Örebro län;6;3
2026-05-28;Professionals Nord;Östergötlands län;13;7
2026-05-28;Bravura;Gävleborgs län;2;1
2026-05-28;Bravura;Hallands län;1;0
2026-05-28;Bravura;Jämtlands län;1;0
2026-05-28;Bravura;Jönköpings län;10;4
2026-05-28;Bravura;Kalmar län;1;0
2026-05-28;Bravura;Kronobergs län;3;1
2026-05-28;Bravura;Norrbottens län;2;0
2026-05-28;Bravura;Skåne län;19;7
2026-05-28;Bravura;Stockholms län;60;16
2026-05-28;Bravura;Södermanlands län;2;0
2026-05-28;Bravura;Uppsala län;3;2
2026-05-28;Bravura;Värmlands län;2;2
2026-05-28;Bravura;Västerbottens län;1;0
2026-05-28;Bravura;Västernorrlands län;4;4
2026-05-28;Bravura;Västmanlands län;3;1
2026-05-28;Bravura;Västra Götalands län;21;10
2026-05-28;Bravura;Örebro län;1;0
2026-05-28;Bravura;Östergötlands län;9;3
2026-05-28;Jurek;Dalarnas län;1;1
2026-05-28;Jurek;Gävleborgs län;1;1
2026-05-28;Jurek;Skåne län;1;0
2026-05-28;Jurek;Stockholms län;16;6
2026-05-28;Jurek;Uppsala län;3;1
2026-05-28;Jurek;Västra Götalands län;8;1
2026-05-28;TNG Group;Kronobergs län;3;1
2026-05-28;TNG Group;Skåne län;6;1
2026-05-28;TNG Group;Stockholms län;26;14
2026-05-28;TNG Group;Södermanlands län;1;0
2026-05-28;TNG Group;Uppsala län;1;1
2026-05-28;TNG Group;Västmanlands län;1;0
2026-05-28;TNG Group;Västra Götalands län;8;3
2026-05-28;TNG Group;Örebro län;3;1
2026-05-28;TNG Group;Östergötlands län;1;0
2026-05-28;Eterni Sweden;Blekinge län;1;1
2026-05-28;Eterni Sweden;Hallands län;2;2
2026-05-28;Eterni Sweden;Jönköpings län;20;12
2026-05-28;Eterni Sweden;Kalmar län;9;2
2026-05-28;Eterni Sweden;Kronobergs län;22;15
2026-05-28;Eterni Sweden;Skåne län;11;8
2026-05-28;Eterni Sweden;Stockholms län;7;4
2026-05-28;Eterni Sweden;Värmlands län;10;5
2026-05-28;Eterni Sweden;Västmanlands län;1;0
2026-05-28;Eterni Sweden;Västra Götalands län;12;5
2026-05-28;Eterni Sweden;Östergötlands län;3;0
2026-05-28;Friday;Blekinge län;2;0
2026-05-28;Friday;Hallands län;2;0
2026-05-28;Friday;Jönköpings län;2;0
2026-05-28;Friday;Kronobergs län;2;1
2026-05-28;Friday;Skåne län;19;5
2026-05-28;Friday;Stockholms län;33;10
2026-05-28;Friday;Södermanlands län;1;0
2026-05-28;Friday;Västmanlands län;1;0
2026-05-28;Friday;Västra Götalands län;44;11
2026-05-28;Friday;Örebro län;4;1
2026-05-28;Friday;Östergötlands län;25;8
2026-05-28;Gazella;Stockholms län;3;2
2026-05-28;Insitepart;Jönköpings län;7;2
2026-05-28;Insitepart;Kalmar län;1;1
2026-05-28;Insitepart;Skåne län;2;1
2026-05-28;Insitepart;Stockholms län;14;7
2026-05-28;Insitepart;Södermanlands län;2;1
2026-05-28;Insitepart;Uppsala län;1;1
2026-05-28;Insitepart;Västra Götalands län;3;2
2026-05-28;Insitepart;Örebro län;2;1
2026-05-28;Wikan Personal;Blekinge län;1;0
2026-05-28;Wikan Personal;Dalarnas län;2;1
2026-05-28;Wikan Personal;Gävleborgs län;9;2
2026-05-28;Wikan Personal;Jönköpings län;9;4
2026-05-28;Wikan Personal;Kalmar län;2;1
2026-05-28;Wikan Personal;Kronobergs län;7;4
2026-05-28;Wikan Personal;Norrbottens län;1;0
2026-05-28;Wikan Personal;Skåne län;33;24
2026-05-28;Wikan Personal;Västerbottens län;10;7
2026-05-28;Wikan Personal;Västernorrlands län;1;0
2026-05-28;Konsultia;Dalarnas län;1;1
2026-05-28;Konsultia;Gävleborgs län;5;4
2026-05-28;Konsultia;Norrbottens län;15;5
2026-05-28;Konsultia;Skåne län;2;0
2026-05-28;Konsultia;Södermanlands län;2;2
2026-05-28;Konsultia;Västerbottens län;5;0
2026-05-28;Konsultia;Västernorrlands län;3;0
2026-05-28;Konsultia;Västra Götalands län;15;9
2026-05-28;Konsultia;Örebro län;2;0
2026-05-29;Manpower;Blekinge län;2;1
2026-05-29;Manpower;Dalarnas län;4;4
2026-05-29;Manpower;Gävleborgs län;1;0
2026-05-29;Manpower;Jämtlands län;2;2
2026-05-29;Manpower;Jönköpings län;3;3
2026-05-29;Manpower;Skåne län;6;4
2026-05-29;Manpower;Stockholms län;5;3
2026-05-29;Manpower;Södermanlands län;1;1
2026-05-29;Manpower;Uppsala län;1;1
2026-05-29;Manpower;Värmlands län;3;1
2026-05-29;Manpower;Västerbottens län;1;1
2026-05-29;Manpower;Västernorrlands län;2;1
2026-05-29;Manpower;Västmanlands län;2;2
2026-05-29;Manpower;Västra Götalands län;12;4
2026-05-29;Manpower;Östergötlands län;1;1
2026-05-29;Lernia;Blekinge län;6;2
2026-05-29;Lernia;Gävleborgs län;6;3
2026-05-29;Lernia;Hallands län;35;6
2026-05-29;Lernia;Jämtlands län;2;1
2026-05-29;Lernia;Jönköpings län;21;11
2026-05-29;Lernia;Kalmar län;13;7
2026-05-29;Lernia;Kronobergs län;4;4
2026-05-29;Lernia;Norrbottens län;6;4
2026-05-29;Lernia;Skåne län;18;12
2026-05-29;Lernia;Stockholms län;7;2
2026-05-29;Lernia;Södermanlands län;4;1
2026-05-29;Lernia;Uppsala län;7;1
2026-05-29;Lernia;Västerbottens län;3;1
2026-05-29;Lernia;Västmanlands län;3;1
2026-05-29;Lernia;Västra Götalands län;43;23
2026-05-29;Lernia;Örebro län;1;0
2026-05-29;Lernia;Östergötlands län;8;3
2026-05-29;Adecco;Blekinge län;2;2
2026-05-29;Adecco;Dalarnas län;4;0
2026-05-29;Adecco;Hallands län;8;1
2026-05-29;Adecco;Jönköpings län;11;5
2026-05-29;Adecco;Kalmar län;1;0
2026-05-29;Adecco;Kronobergs län;10;5
2026-05-29;Adecco;Norrbottens län;15;7
2026-05-29;Adecco;Skåne län;17;8
2026-05-29;Adecco;Stockholms län;28;24
2026-05-29;Adecco;Uppsala län;8;8
2026-05-29;Adecco;Värmlands län;7;4
2026-05-29;Adecco;Västerbottens län;5;2
2026-05-29;Adecco;Västernorrlands län;2;1
2026-05-29;Adecco;Västmanlands län;6;5
2026-05-29;Adecco;Västra Götalands län;20;13
2026-05-29;Adecco;Örebro län;1;0
2026-05-29;Adecco;Östergötlands län;8;0
2026-05-29;Perido;Dalarnas län;1;0
2026-05-29;Perido;Jönköpings län;1;0
2026-05-29;Perido;Stockholms län;14;8
2026-05-29;Perido;Västra Götalands län;9;8
2026-05-29;Perido;Östergötlands län;3;0
2026-05-29;Randstad;Dalarnas län;1;1
2026-05-29;Randstad;Gävleborgs län;3;2
2026-05-29;Randstad;Hallands län;1;0
2026-05-29;Randstad;Jönköpings län;14;4
2026-05-29;Randstad;Norrbottens län;4;1
2026-05-29;Randstad;Skåne län;8;4
2026-05-29;Randstad;Stockholms län;33;15
2026-05-29;Randstad;Södermanlands län;4;3
2026-05-29;Randstad;Uppsala län;9;5
2026-05-29;Randstad;Värmlands län;2;1
2026-05-29;Randstad;Västerbottens län;1;1
2026-05-29;Randstad;Västernorrlands län;1;0
2026-05-29;Randstad;Västmanlands län;3;2
2026-05-29;Randstad;Västra Götalands län;50;22
2026-05-29;Randstad;Östergötlands län;20;3
2026-05-29;Academic Work;Blekinge län;1;1
2026-05-29;Academic Work;Dalarnas län;7;3
2026-05-29;Academic Work;Gävleborgs län;8;4
2026-05-29;Academic Work;Hallands län;1;1
2026-05-29;Academic Work;Jämtlands län;7;2
2026-05-29;Academic Work;Jönköpings län;3;0
2026-05-29;Academic Work;Kalmar län;1;0
2026-05-29;Academic Work;Kronobergs län;3;1
2026-05-29;Academic Work;Norrbottens län;9;2
2026-05-29;Academic Work;Skåne län;52;25
2026-05-29;Academic Work;Stockholms län;133;63
2026-05-29;Academic Work;Södermanlands län;1;0
2026-05-29;Academic Work;Uppsala län;13;6
2026-05-29;Academic Work;Värmlands län;12;3
2026-05-29;Academic Work;Västerbottens län;12;5
2026-05-29;Academic Work;Västernorrlands län;10;4
2026-05-29;Academic Work;Västmanlands län;8;4
2026-05-29;Academic Work;Västra Götalands län;46;22
2026-05-29;Academic Work;Örebro län;27;16
2026-05-29;Academic Work;Östergötlands län;32;10
2026-05-29;Studentconsulting;Blekinge län;2;1
2026-05-29;Studentconsulting;Dalarnas län;4;2
2026-05-29;Studentconsulting;Gävleborgs län;1;1
2026-05-29;Studentconsulting;Hallands län;6;0
2026-05-29;Studentconsulting;Jämtlands län;1;1
2026-05-29;Studentconsulting;Jönköpings län;9;4
2026-05-29;Studentconsulting;Kronobergs län;15;6
2026-05-29;Studentconsulting;Norrbottens län;36;18
2026-05-29;Studentconsulting;Skåne län;51;30
2026-05-29;Studentconsulting;Stockholms län;29;17
2026-05-29;Studentconsulting;Södermanlands län;5;3
2026-05-29;Studentconsulting;Uppsala län;2;0
2026-05-29;Studentconsulting;Värmlands län;1;1
2026-05-29;Studentconsulting;Västerbottens län;9;5
2026-05-29;Studentconsulting;Västernorrlands län;4;4
2026-05-29;Studentconsulting;Västmanlands län;13;4
2026-05-29;Studentconsulting;Västra Götalands län;42;23
2026-05-29;Studentconsulting;Örebro län;5;3
2026-05-29;Studentconsulting;Östergötlands län;28;12
2026-05-29;Poolia;Blekinge län;1;1
2026-05-29;Poolia;Dalarnas län;2;2
2026-05-29;Poolia;Gävleborgs län;1;1
2026-05-29;Poolia;Jämtlands län;1;0
2026-05-29;Poolia;Jönköpings län;3;2
2026-05-29;Poolia;Kalmar län;1;0
2026-05-29;Poolia;Norrbottens län;5;3
2026-05-29;Poolia;Skåne län;15;9
2026-05-29;Poolia;Stockholms län;16;9
2026-05-29;Poolia;Södermanlands län;1;0
2026-05-29;Poolia;Uppsala län;2;0
2026-05-29;Poolia;Västerbottens län;2;1
2026-05-29;Poolia;Västmanlands län;3;2
2026-05-29;Poolia;Västra Götalands län;9;8
2026-05-29;Poolia;Örebro län;1;0
2026-05-29;Poolia;Östergötlands län;15;11
2026-05-29;Uniflex;Blekinge län;3;2
2026-05-29;Uniflex;Gävleborgs län;2;2
2026-05-29;Uniflex;Hallands län;4;1
2026-05-29;Uniflex;Jämtlands län;1;1
2026-05-29;Uniflex;Jönköpings län;28;11
2026-05-29;Uniflex;Kalmar län;3;1
2026-05-29;Uniflex;Kronobergs län;6;0
2026-05-29;Uniflex;Norrbottens län;2;2
2026-05-29;Uniflex;Skåne län;14;4
2026-05-29;Uniflex;Stockholms län;23;22
2026-05-29;Uniflex;Södermanlands län;2;1
2026-05-29;Uniflex;Uppsala län;3;2
2026-05-29;Uniflex;Värmlands län;8;7
2026-05-29;Uniflex;Västerbottens län;2;2
2026-05-29;Uniflex;Västernorrlands län;10;6
2026-05-29;Uniflex;Västmanlands län;7;6
2026-05-29;Uniflex;Västra Götalands län;33;12
2026-05-29;Uniflex;Örebro län;15;8
2026-05-29;Uniflex;Östergötlands län;14;2
2026-05-29;OnePartnerGroup;Blekinge län;1;0
2026-05-29;OnePartnerGroup;Gotlands län;1;1
2026-05-29;OnePartnerGroup;Gävleborgs län;11;3
2026-05-29;OnePartnerGroup;Hallands län;7;5
2026-05-29;OnePartnerGroup;Jämtlands län;13;3
2026-05-29;OnePartnerGroup;Jönköpings län;37;18
2026-05-29;OnePartnerGroup;Kalmar län;9;8
2026-05-29;OnePartnerGroup;Kronobergs län;13;5
2026-05-29;OnePartnerGroup;Norrbottens län;8;3
2026-05-29;OnePartnerGroup;Skåne län;7;6
2026-05-29;OnePartnerGroup;Stockholms län;16;10
2026-05-29;OnePartnerGroup;Södermanlands län;1;1
2026-05-29;OnePartnerGroup;Uppsala län;1;0
2026-05-29;OnePartnerGroup;Västerbottens län;8;4
2026-05-29;OnePartnerGroup;Västernorrlands län;16;8
2026-05-29;OnePartnerGroup;Västra Götalands län;38;17
2026-05-29;OnePartnerGroup;Östergötlands län;6;3
2026-05-29;Skill;Blekinge län;1;0
2026-05-29;Skill;Jönköpings län;1;0
2026-05-29;Skill;Kalmar län;2;1
2026-05-29;Skill;Stockholms län;1;0
2026-05-29;Skill;Uppsala län;1;1
2026-05-29;Skill;Västra Götalands län;11;5
2026-05-29;Skill;Örebro län;1;0
2026-05-29;Skill;Östergötlands län;56;28
2026-05-29;Arena Personal;Blekinge län;1;1
2026-05-29;Arena Personal;Jämtlands län;1;0
2026-05-29;Arena Personal;Jönköpings län;2;2
2026-05-29;Arena Personal;Kronobergs län;1;1
2026-05-29;Arena Personal;Norrbottens län;2;0
2026-05-29;Arena Personal;Skåne län;8;7
2026-05-29;Arena Personal;Stockholms län;30;16
2026-05-29;Arena Personal;Södermanlands län;35;22
2026-05-29;Arena Personal;Uppsala län;2;0
2026-05-29;Arena Personal;Västerbottens län;1;1
2026-05-29;Arena Personal;Västernorrlands län;1;1
2026-05-29;Arena Personal;Västmanlands län;4;3
2026-05-29;Arena Personal;Västra Götalands län;10;3
2026-05-29;Arena Personal;Örebro län;6;5
2026-05-29;Arena Personal;Östergötlands län;5;3
2026-05-29;Tranpenad;Jönköpings län;3;2
2026-05-29;Tranpenad;Skåne län;1;1
2026-05-29;Tranpenad;Stockholms län;6;0
2026-05-29;Tranpenad;Södermanlands län;3;3
2026-05-29;Tranpenad;Uppsala län;5;1
2026-05-29;Tranpenad;Västmanlands län;1;1
2026-05-29;Tranpenad;Västra Götalands län;21;1
2026-05-29;Tranpenad;Östergötlands län;2;1
2026-05-29;Jobandtalent;Blekinge län;1;0
2026-05-29;Jobandtalent;Gävleborgs län;1;1
2026-05-29;Jobandtalent;Hallands län;11;5
2026-05-29;Jobandtalent;Jönköpings län;8;6
2026-05-29;Jobandtalent;Kalmar län;1;1
2026-05-29;Jobandtalent;Kronobergs län;1;0
2026-05-29;Jobandtalent;Norrbottens län;3;1
2026-05-29;Jobandtalent;Skåne län;15;7
2026-05-29;Jobandtalent;Stockholms län;17;12
2026-05-29;Jobandtalent;Södermanlands län;4;1
2026-05-29;Jobandtalent;Uppsala län;1;1
2026-05-29;Jobandtalent;Värmlands län;3;3
2026-05-29;Jobandtalent;Västerbottens län;2;0
2026-05-29;Jobandtalent;Västernorrlands län;2;0
2026-05-29;Jobandtalent;Västmanlands län;1;0
2026-05-29;Jobandtalent;Västra Götalands län;17;9
2026-05-29;Jobandtalent;Örebro län;3;3
2026-05-29;Jobandtalent;Östergötlands län;31;6
2026-05-29;NearYou;Hallands län;4;1
2026-05-29;NearYou;Jönköpings län;8;7
